,Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
519893,2008-01-12 15:45:00,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Saturday,CENTRAL,"ARREST, BOOKED",300 Block of BAY ST,-122.41280375299999,37.8057739875696
309546,2011-02-08 20:30:00,NON-CRIMINAL,FOUND PROPERTY,Tuesday,RICHMOND,NONE,400 Block of 6TH AV,-122.464279879446,37.7800332991006
735294,2004-12-07 06:40:00,VEHICLE THEFT,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Tuesday,NORTHERN,NONE,RICHARDSON AV / FRANCISCO ST,-122.447134443039,37.8003838958174
618239,2006-08-08 12:00:00,NON-CRIMINAL,LOST PROPERTY,Tuesday,CENTRAL,NONE,1600 Block of THE EMBARCADERONORTH ST,-122.410774214375,37.8084350175869
173298,2013-01-25 17:40:00,SECONDARY CODES,JUVENILE INVOLVED,Friday,BAYVIEW,JUVENILE BOOKED,BURROWS ST / HOLYOKE ST,-122.40903658348,37.727543305256795
830035,2003-08-22 15:50:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,BAYVIEW,NONE,1900 Block of PALOU AV,-122.397504958026,37.7376509435026
664980,2005-12-04 01:30:00,ROBBERY,"ROBBERY, ARMED WITH A DANGEROUS WEAPON",Sunday,SOUTHERN,NONE,0 Block of SOUTH VAN NESS AV,-122.41907120075899,37.774047662206996
770314,2004-06-09 20:13:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Wednesday,BAYVIEW,NONE,2800 Block of JENNINGS ST,-122.392952429963,37.7223723544042
123736,2013-09-19 10:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,BAYVIEW,NONE,TEXAS ST / MARIPOSA ST,-122.395684170828,37.7639083229951
458255,2008-11-26 00:15:00,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Wednesday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.407633520742,37.7841893501425
91549,2014-02-22 12:27:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Saturday,TARAVAL,NONE,0 Block of MEADOWBROOK DR,-122.484652312858,37.7332513868343
627674,2006-06-17 08:30:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,TENDERLOIN,"ARREST, CITED",MCALLISTER ST / LEAVENWORTH ST,-122.41367937688801,37.7809258336852
162196,2013-03-21 17:20:00,SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS FEMALE,Thursday,CENTRAL,NONE,MONTGOMERY ST / SACRAMENTO ST,-122.402961375965,37.7937790103635
491532,2008-06-11 20:27:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Wednesday,TARAVAL,UNFOUNDED,OCEAN AV / CLEARFIELD DR,-122.49143377873699,37.73200836769779
46013,2014-10-02 18:35:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Thursday,NORTHERN,NONE,1200 Block of POLK ST,-122.42032699386299,37.788452157813204
476423,2008-09-01 02:18:00,ASSAULT,BATTERY,Monday,TENDERLOIN,NONE,200 Block of TAYLOR ST,-122.410979175673,37.784625434984
309787,2011-02-08 07:45:00,OTHER OFFENSES,CONSPIRACY,Tuesday,TENDERLOIN,"ARREST, BOOKED",HYDE ST / EDDY ST,-122.415885065788,37.783516056415294
375509,2010-02-13 20:30:00,ROBBERY,ROBBERY ON THE STREET WITH A GUN,Saturday,BAYVIEW,NONE,1200 Block of INGALLS ST,-122.38186730007799,37.7305667976884
139624,2013-07-09 20:45:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,TARAVAL,NONE,JUDAH ST / 46TH AV,-122.50592845011299,37.7604217436765
539668,2007-10-02 15:45:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,MISSION,NONE,1200 Block of ALABAMA ST,-122.41081624898999,37.751877155447296
613362,2006-08-27 14:27:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,TARAVAL,"ARREST, CITED",OCEAN AV / HOWTH ST,-122.449556915345,37.7229598160913
767077,2004-06-25 00:11:00,SUSPICIOUS OCC,"SUSPICIOUS OCCURRENCE, POSSIBLE SHOTS FIRED",Friday,BAYVIEW,NONE,4500 Block of 3RD ST,-122.390136349844,37.7368036226976
399360,2009-10-01 12:00:00,LARCENY/THEFT,GRAND THEFT BICYCLE,Thursday,CENTRAL,NONE,2100 Block of LEAVENWORTH ST,-122.41762672598101,37.800822752958396
59779,2014-07-27 14:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,BAYVIEW,NONE,HAWES ST / FITZGERALD AV,-122.38946181463301,37.7199285121253
322211,2010-12-01 12:10:00,OTHER OFFENSES,"SCHOOL PROPERTY, DISTURBANCE ON",Wednesday,MISSION,NONE,400 Block of CHURCH ST,-122.42861091340001,37.7632288973036
809387,2003-11-29 12:05:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,SOUTHERN,"ARREST, CITED",400 Block of 10TH ST,-122.410541166987,37.7709130566165
833748,2003-08-06 19:00:00,MISSING PERSON,MISSING JUVENILE,Wednesday,INGLESIDE,NONE,0 Block of EDINBURGH ST,-122.426921734838,37.7280656600041
739266,2004-11-11 23:21:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Thursday,MISSION,"ARREST, BOOKED",100 Block of CAPP ST,-122.418687919804,37.7642753857061
593173,2006-12-15 10:00:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Friday,SOUTHERN,NONE,0 Block of 6TH ST,-122.410041631816,37.78195365372571
432247,2009-04-13 23:09:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS WITH BB GUN",Monday,INGLESIDE,NONE,500 Block of ALEMANY BL,-122.42130534839599,37.7321638759455
666991,2005-11-28 18:37:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,TENDERLOIN,NONE,100 Block of POWELL ST,-122.40801449292,37.7859507767613
768768,2004-06-13 18:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, MOTORCYCLE",Sunday,TARAVAL,NONE,1200 Block of 11TH AV,-122.468446709177,37.7648714506999
11528,2015-03-18 17:11:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,TENDERLOIN,"ARREST, BOOKED",ELLIS ST / JONES ST,-122.412784096502,37.78486569395261
232590,2012-04-03 06:45:00,MISSING PERSON,MISSING ADULT,Tuesday,CENTRAL,LOCATED,900 Block of STOCKTON ST,-122.40792452326099,37.7945175317794
678071,2005-10-04 19:23:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Tuesday,TENDERLOIN,"ARREST, BOOKED",0 Block of TURK ST,-122.409853729941,37.7833862379382
606837,2006-10-04 18:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,BAYVIEW,NONE,500 Block of DEHARO ST,-122.40131602676,37.7629202847662
146494,2013-06-02 14:00:00,OTHER OFFENSES,DANGER OF LEADING IMMORAL LIFE,Sunday,BAYVIEW,JUVENILE BOOKED,200 Block of CHARTEROAK AV,-122.404363792945,37.7337557355444
718337,2005-03-10 17:47:00,DRUG/NARCOTIC,SALE OF HEROIN,Thursday,MISSION,"ARREST, BOOKED",3000 Block of 16TH ST,-122.421075683049,37.765021448712396
210332,2012-07-26 22:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,BAYVIEW,NONE,0 Block of DAKOTA ST,-122.395513264888,37.7536178531447
758554,2004-08-05 21:40:00,ROBBERY,ATTEMPTED ROBBERY WITH A KNIFE,Thursday,TARAVAL,NONE,WEST PORTAL AV / SLOAT BL,-122.47156922411502,37.7347048536985
103506,2013-12-27 08:00:00,MISSING PERSON,MISSING ADULT,Friday,INGLESIDE,LOCATED,0 Block of CORTLAND AV,-122.42124301161999,37.7404397369084
638571,2006-04-21 14:06:00,DRUG/NARCOTIC,TRANSPORTATION OF METH-AMPHETAMINE,Friday,MISSION,"ARREST, BOOKED",DOLORES ST / 19TH ST,-122.425920487436,37.7598279172229
401548,2009-09-18 23:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,MISSION,NONE,16TH ST / VALENCIA ST,-122.421886357981,37.7649178909424
1815,2015-05-02 02:51:00,NON-CRIMINAL,AIDED CASE,Saturday,CENTRAL,NONE,800 Block of BEACH ST,-122.423025056016,37.80627287205421
498961,2008-05-02 11:00:00,OTHER OFFENSES,TRAFFIC VIOLATION,Friday,MISSION,"ARREST, CITED",1800 Block of FOLSOM ST,-122.41560549623699,37.767717752066496
706654,2005-05-07 13:00:00,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Saturday,INGLESIDE,NONE,1600 Block of SUNNYDALE AV,-122.41714480239901,37.7121502932531
748631,2004-09-27 20:30:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
124351,2013-09-17 23:08:00,NON-CRIMINAL,FOUND PROPERTY,Tuesday,BAYVIEW,NONE,3RD ST / EVANS AV,-122.38792738760901,37.7427030847405
543368,2007-09-09 08:40:00,NON-CRIMINAL,FOUND PROPERTY,Sunday,INGLESIDE,NONE,100 Block of SUSSEX ST,-122.435241248393,37.7368957749977
434794,2009-03-31 22:00:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,MISSION,"ARREST, CITED",500 Block of VALENCIA ST,-122.42187648849199,37.7640888944532
376654,2010-02-10 19:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,NORTHERN,NONE,BUCHANAN ST / BROADWAY ST,-122.431636174802,37.7946834707143
204909,2012-08-23 21:40:00,WARRANTS,WARRANT ARREST,Thursday,TENDERLOIN,"ARREST, BOOKED",HYDE ST / FULTON ST,-122.415127837608,37.7797870676495
841829,2003-06-26 08:00:00,MISSING PERSON,MISSING ADULT,Thursday,CENTRAL,LOCATED,900 Block of HYDE ST,-122.41704429261401,37.78959527743221
231270,2012-04-06 17:30:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Friday,NORTHERN,NONE,SCOTT ST / GREENWICH ST,-122.44080073904101,37.798323734062
262335,2011-10-23 09:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Sunday,NORTHERN,NONE,MARINA BL / BUCHANAN ST,-122.43379945458099,37.8050423291627
276432,2011-08-10 20:44:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,INGLESIDE,NONE,2900 Block of DIAMOND ST,-122.434229200474,37.733019952271
110893,2013-11-14 21:40:00,MISSING PERSON,FOUND PERSON,Thursday,CENTRAL,LOCATED,600 Block of JONES ST,-122.413298481169,37.7870578243427
328202,2010-11-01 05:55:00,ASSAULT,INFLICT INJURY ON COHABITEE,Monday,TARAVAL,"ARREST, BOOKED",300 Block of RANDOLPH ST,-122.465757150563,37.714228536469896
111045,2013-11-14 15:47:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,TENDERLOIN,"ARREST, BOOKED",OFARRELL ST / JONES ST,-122.412970537591,37.78578837668879
617800,2006-08-09 12:00:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Wednesday,CENTRAL,NONE,1600 Block of GRANT AV,-122.407996805527,37.802358669881
192407,2012-10-20 13:13:00,DRUG/NARCOTIC,POSSESSION OF HEROIN,Saturday,MISSION,"ARREST, BOOKED",16TH ST / MISSION ST,-122.419671780296,37.7650501214668
76297,2014-05-12 17:40:00,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,INGLESIDE,"ARREST, CITED",GENEVA AV / BROOKDALE AV,-122.42454925858601,37.710103274798996
496805,2008-05-14 21:50:00,ASSAULT,THREATS AGAINST LIFE,Wednesday,BAYVIEW,"ARREST, BOOKED",1000 Block of INGERSON AV,-122.39397492656799,37.719609926644004
93614,2014-02-17 14:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,INGLESIDE,NONE,CONRAD ST / ARBOR ST,-122.43628474198299,37.737322745493294
303502,2011-03-11 16:43:00,OTHER OFFENSES,PROBATION VIOLATION,Friday,INGLESIDE,"ARREST, BOOKED",0 Block of GLADSTONE DR,-122.420306723417,37.7304026570113
488051,2008-06-28 09:20:00,ASSAULT,BATTERY,Saturday,TENDERLOIN,NONE,100 Block of GOLDEN GATE AV,-122.413069926397,37.7820204255866
537045,2007-10-16 10:00:00,WARRANTS,WARRANT ARREST,Tuesday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.40669059226101,37.7852071918419
449522,2009-01-11 00:45:00,WARRANTS,WARRANT ARREST,Sunday,CENTRAL,"ARREST, BOOKED",1000 Block of HYDE ST,-122.417368206741,37.790509415159505
747482,2004-09-30 17:25:00,MISSING PERSON,MISSING JUVENILE,Thursday,TARAVAL,NONE,200 Block of SADOWA ST,-122.460831873054,37.71222950430271
105479,2013-12-12 23:44:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,TENDERLOIN,"ARREST, CITED",LEAVENWORTH ST / TURK ST,-122.414056291891,37.7827931071006
306926,2011-02-22 22:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,MISSION,NONE,2800 Block of FOLSOM ST,-122.41407332511001,37.7516845989529
842299,2003-06-25 02:25:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Wednesday,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.41965834371,37.7642205603745
28184,2014-12-27 13:42:00,OTHER OFFENSES,PAROLE VIOLATION,Saturday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
173314,2013-01-25 17:02:00,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Friday,INGLESIDE,COMPLAINANT REFUSES TO PROSECUTE,0 Block of 28TH ST,-122.423395535089,37.745451137530296
473420,2008-09-15 14:25:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Monday,SOUTHERN,"ARREST, BOOKED",1200 Block of MISSION ST,-122.41368110949499,37.77712148854621
108156,2013-11-29 01:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,MISSION,NONE,16TH ST / CHURCH ST,-122.4286681077,37.764507702994706
493446,2008-05-30 19:00:00,BURGLARY,"BURGLARY, ATTEMPTED FORCIBLE ENTRY",Friday,CENTRAL,NONE,500 Block of COMMERCIAL ST,-122.402666683256,37.7943201279675
50860,2014-09-07 01:40:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Sunday,CENTRAL,NONE,KEARNY ST / SUTTER ST,-122.403846623514,37.7898284156061
572711,2007-04-07 18:00:00,MISSING PERSON,FOUND PERSON,Saturday,INGLESIDE,NONE,400 Block of HOLLADAY AV,-122.407119132936,37.7428901595622
837765,2003-07-13 13:40:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Sunday,MISSION,"ARREST, BOOKED",17TH ST / VALENCIA ST,-122.421733767771,37.763299694598395
300659,2011-03-26 11:30:00,VEHICLE THEFT,STOLEN TRUCK,Saturday,MISSION,UNFOUNDED,2900 Block of HARRISON ST,-122.411599088523,37.7502239140329
816232,2003-10-29 12:35:00,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,NORTHERN,"ARREST, CITED",2300 Block of JACKSON ST,-122.433742445942,37.792519543777296
581878,2007-02-20 02:25:00,SECONDARY CODES,DOMESTIC VIOLENCE,Tuesday,MISSION,NONE,1900 Block of FOLSOM ST,-122.41545277882099,37.766106166254
155483,2013-04-20 16:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,TARAVAL,NONE,1300 Block of LA PLAYA ST,-122.50927300637699,37.761191784033606
714386,2005-03-27 22:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,TARAVAL,NONE,1200 Block of FUNSTON AV,-122.470728986084,37.7647728467304
815829,2003-10-30 13:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,SOUTHERN,NONE,100 Block of SOUTH PARK AV,-122.394251231901,37.781198014159
677101,2005-10-07 00:54:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Friday,NORTHERN,NONE,2500 Block of POLK ST,-122.42268934122801,37.8001591449911
506163,2008-03-23 11:10:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,BAYVIEW,NONE,0 Block of NORTHRIDGE RD,-122.37551296863501,37.730806609582
192299,2012-10-20 18:00:00,MISSING PERSON,MISSING JUVENILE,Saturday,BAYVIEW,LOCATED,1100 Block of INGERSON AV,-122.39561626738701,37.7205414204952
645379,2006-03-21 11:40:00,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,MISSION,"ARREST, CITED",MISSION ST / 18TH ST,-122.419360352761,37.7618358012376
208119,2012-08-08 18:25:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Wednesday,RICHMOND,"ARREST, BOOKED",400 Block of MIDDLE DR,-122.46393260639,37.769840041112396
550778,2007-08-07 07:51:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,TENDERLOIN,"ARREST, BOOKED",400 Block of OFARRELL ST,-122.412569415086,37.7858955061569
399663,2009-09-30 17:51:00,WARRANTS,WARRANT ARREST,Wednesday,TENDERLOIN,"ARREST, BOOKED",0 Block of OFARRELL ST,-122.405895369887,37.786734218498296
339742,2010-08-28 13:35:00,WARRANTS,ENROUTE TO ADULT AUTHORITY,Saturday,SOUTHERN,"ARREST, BOOKED",9TH ST / MISSION ST,-122.41471429557899,37.7762310404758
429114,2009-04-28 23:50:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE,OFARRELL ST / GRANT AV,-122.404587539604,37.78673168085329
70858,2014-06-09 12:00:00,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Monday,RICHMOND,PROSECUTED BY OUTSIDE AGENCY,3200 Block of FULTON ST,-122.466431521519,37.7734290464792
629680,2006-06-12 09:57:00,OTHER OFFENSES,PAROLE VIOLATION,Monday,MISSION,"ARREST, BOOKED",0 Block of YUKON ST,-122.442140155183,37.7585036467924
57034,2014-08-09 19:44:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.407633520742,37.7841893501425
641132,2006-04-07 20:00:00,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Friday,CENTRAL,NONE,600 Block of GEARY ST,-122.413988841812,37.7865685406761
308381,2011-02-11 23:00:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,MISSION,"ARREST, CITED",2900 Block of 24TH ST,-122.41142602410801,37.7526019706042
138524,2013-07-12 18:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE,CHESTNUT ST / SANSOME ST,-122.403532080065,37.8049688863959
264401,2011-10-17 22:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Monday,NORTHERN,NONE,1800 Block of BROADWAY ST,-122.427526792818,37.7951546977624
369116,2010-03-24 17:11:00,ASSAULT,BATTERY WITH SERIOUS INJURIES,Wednesday,SOUTHERN,NONE,200 Block of 8TH ST,-122.41127194053699,37.776032950124396
22521,2015-01-24 00:01:00,NON-CRIMINAL,LOST PROPERTY,Saturday,NORTHERN,NONE,1200 Block of POLK ST,-122.42032699386299,37.788452157813204
118223,2013-10-15 10:25:00,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Tuesday,CENTRAL,NONE,1200 Block of MASON ST,-122.41152284236401,37.7949673860787
554318,2007-07-15 00:01:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,MISSION,NONE,CAPP ST / 15TH ST,-122.418736143416,37.766738230045796
546911,2007-08-24 07:00:00,NON-CRIMINAL,LOST PROPERTY,Friday,CENTRAL,NONE,200 Block of STOCKTON ST,-122.40670487908399,37.787792033343
657221,2006-01-14 11:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,TARAVAL,NONE,26TH AV / LAWTON ST,-122.484235580827,37.757635432979
440377,2009-03-04 13:54:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Wednesday,BAYVIEW,"ARREST, BOOKED",1400 Block of SHAFTER AV,-122.38797780416799,37.7294150332369
596729,2006-11-28 17:05:00,TRESPASS,TRESPASSING,Tuesday,TENDERLOIN,NONE,600 Block of OFARRELL ST,-122.41533612902,37.7854364798696
312491,2011-01-24 18:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,TARAVAL,NONE,1700 Block of 46TH AV,-122.505399804501,37.75388273891061
694320,2005-07-12 21:30:00,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Tuesday,CENTRAL,NONE,900 Block of MASON ST,-122.41084562422701,37.792315874764704
720940,2005-02-24 22:00:00,NON-CRIMINAL,LOST PROPERTY,Thursday,CENTRAL,NONE,500 Block of CALIFORNIA ST,-122.403304975767,37.7927275994659
95096,2014-02-06 17:45:00,ASSAULT,BATTERY,Thursday,TARAVAL,NONE,CAPITOL AV / FARALLONES ST,-122.45903309781201,37.714056268706
43969,2014-10-14 10:45:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,PARK,NONE,600 Block of ASHBURY ST,-122.44676922536999,37.769540744286
815954,2003-10-30 03:30:00,ASSAULT,BATTERY,Thursday,SOUTHERN,NONE,8TH ST / MISSION ST,-122.41316085097701,37.7774566611578
807214,2003-12-12 12:00:00,VEHICLE THEFT,STOLEN TRUCK,Friday,BAYVIEW,NONE,1900 Block of 3RD ST,-122.389099860747,37.7655925586661
596227,2006-11-30 00:01:00,VEHICLE THEFT,STOLEN TRUCK,Thursday,MISSION,NONE,800 Block of FLORIDA ST,-122.410672558539,37.758329331696295
361047,2010-05-07 11:00:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Friday,NORTHERN,NONE,1400 Block of SUTTER ST,-122.424251976012,37.7872870352478
226597,2012-05-02 23:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,TARAVAL,NONE,1300 Block of 16TH AV,-122.47377764332899,37.762757285701795
308589,2011-02-11 13:53:00,WARRANTS,WARRANT ARREST,Friday,INGLESIDE,"ARREST, BOOKED",1900 Block of SUNNYDALE AV,-122.41714480239901,37.7121502932531
186958,2012-11-16 12:22:00,NON-CRIMINAL,AIDED CASE,Friday,RICHMOND,NONE,3700 Block of CALIFORNIA ST,-122.455468425157,37.786210973675
222519,2012-05-20 13:25:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,PARK,NONE,FELL ST / SCOTT ST,-122.43594339592899,37.7742746298885
9317,2015-03-30 21:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,2800 Block of GREENWICH ST,-122.446474074051,37.7975464686239
217292,2012-06-17 20:35:00,VANDALISM,"MALICIOUS MISCHIEF, TIRE SLASHING",Sunday,TENDERLOIN,NONE,200 Block of LEAVENWORTH ST,-122.414081138014,37.7832767266062
200810,2012-09-17 00:01:00,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Monday,TARAVAL,NONE,1300 Block of 17TH AV,-122.47498789299101,37.762704066294
815670,2003-10-30 19:00:00,LARCENY/THEFT,PETTY THEFT WITH PRIOR,Thursday,TENDERLOIN,"ARREST, BOOKED",0 Block of OFARRELL ST,-122.405895369887,37.786734218498296
768692,2004-06-13 22:15:00,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Sunday,TENDERLOIN,NONE,600 Block of ELLIS ST,-122.416916142188,37.78439444920679
149340,2013-05-19 15:25:00,WEAPON LAWS,POSS OF LOADED FIREARM,Sunday,BAYVIEW,"ARREST, BOOKED",0 Block of OSCEOLA LN,-122.383085144615,37.7317523387371
571437,2007-04-18 11:40:00,ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE,Wednesday,TENDERLOIN,"ARREST, BOOKED",100 Block of MCALLISTER ST,-122.41452262258001,37.7808752665663
91159,2014-02-23 11:00:00,TRESPASS,TRESPASSING,Sunday,PARK,NONE,2000 Block of GROVE ST,-122.450345075177,37.774298058417
499643,2008-04-30 17:30:00,SUSPICIOUS OCC,SUSPICIOUS PERSON,Wednesday,CENTRAL,LOCATED,600 Block of SUTTER ST,-122.411068869703,37.78885570426971
317139,2010-12-29 19:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,INGLESIDE,NONE,400 Block of DUNCAN ST,-122.430056459798,37.7458488621105
605181,2006-10-16 03:38:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Monday,SOUTHERN,NONE,0 Block of MISSION ST,-122.392889145798,37.7935385958356
765897,2004-06-27 21:00:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Sunday,NORTHERN,NONE,800 Block of MCALLISTER ST,-122.42521142911,37.7795180588339
167620,2013-02-22 13:31:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Friday,TARAVAL,"ARREST, BOOKED",700 Block of TARAVAL ST,-122.47410271041599,37.743174496996296
553399,2007-07-24 14:00:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Tuesday,SOUTHERN,NONE,0 Block of 2ND ST,-122.400514356234,37.788655888761795
217992,2012-06-15 20:00:00,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Friday,MISSION,NONE,0 Block of FAIROAKS ST,-122.424295761873,37.7558926486007
258613,2011-11-16 04:40:00,OTHER OFFENSES,OBSCENE PHONE CALLS(S),Wednesday,SOUTHERN,NONE,200 Block of INTERSTATE80 HY,-122.365565425353,37.8096707013239
491573,2008-06-11 18:11:00,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,PARK,"ARREST, CITED",MASONIC AV / FULTON ST,-122.446472679005,37.775801594391204
295400,2011-04-23 15:18:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,PARK,PSYCHOPATHIC CASE,1700 Block of MCALLISTER ST,-122.440879521853,37.77753219352179
155928,2013-04-19 18:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,MISSION,NONE,300 Block of SOUTH VAN NESS AV,-122.417791285277,37.7675856525236
789830,2004-03-06 23:20:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Saturday,NORTHERN,"ARREST, BOOKED",FRANKLIN ST / FERN ST,-122.423499800821,37.7878063591071
360260,2010-05-09 07:58:00,DRUG/NARCOTIC,POSSESSION OF HEROIN,Sunday,TENDERLOIN,"ARREST, BOOKED",GOLDEN GATE AV / JONES ST,-122.412224164736,37.7820729312029
362262,2010-05-04 09:45:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,CENTRAL,"ARREST, BOOKED",400 Block of BROADWAY ST,-122.404282497745,37.7982249345487
222580,2012-05-20 11:00:00,NON-CRIMINAL,FOUND PROPERTY,Sunday,BAYVIEW,NONE,1600 Block of PALOU AV,-122.391849084977,37.7345805334314
790199,2004-03-06 01:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,MISSION,NONE,800 Block of FLORIDA ST,-122.41053459880199,37.7583377595165
